order_month,orders,mean_quantity,total_revenue,avg_order_price,hour
1079,4,5,3.0,248.5,49.7,2015-04-03 17:00:00
1080,4,9,2.67,403.0,44.78,2015-04-03 18:00:00
1081,4,4,1.25,85.0,21.25,2015-04-03 19:00:00
1082,4,5,2.2,183.2,36.64,2015-04-03 20:00:00
1083,4,1,4.0,68.25,68.25,2015-04-03 21:00:00
1084,4,1,3.0,52.75,52.75,2015-04-04 10:00:00
1085,4,5,1.6,111.5,22.3,2015-04-04 12:00:00
1086,4,9,2.0,294.5,32.72,2015-04-04 13:00:00
1087,4,6,5.33,511.95,85.32,2015-04-04 14:00:00
1088,4,2,3.5,110.0,55.0,2015-04-04 15:00:00
1089,4,6,1.67,147.5,24.58,2015-04-04 16:00:00
1090,4,3,2.0,103.5,34.5,2015-04-04 17:00:00
1091,4,9,2.56,395.0,43.89,2015-04-04 18:00:00
1092,4,7,2.57,304.15,43.45,2015-04-04 19:00:00
1093,4,10,2.8,464.25,46.42,2015-04-04 20:00:00
1094,4,5,1.8,151.25,30.25,2015-04-04 21:00:00
1095,4,3,2.67,121.2,40.4,2015-04-04 22:00:00
1096,4,2,4.5,151.5,75.75,2015-04-05 11:00:00
1097,4,6,3.33,313.2,52.2,2015-04-05 12:00:00
1098,4,7,2.14,227.9,32.56,2015-04-05 13:00:00
1099,4,5,5.2,443.85,88.77,2015-04-05 14:00:00
1100,4,3,2.33,121.0,40.33,2015-04-05 15:00:00
1101,4,8,1.5,183.25,22.91,2015-04-05 16:00:00
1102,4,9,2.56,400.35,44.48,2015-04-05 17:00:00
1103,4,4,2.5,140.5,35.12,2015-04-05 18:00:00
1104,4,7,1.71,191.5,27.36,2015-04-05 19:00:00
1105,4,3,1.33,66.6,22.2,2015-04-05 20:00:00
1106,4,1,3.0,49.25,49.25,2015-04-05 21:00:00
1107,4,2,2.0,56.0,28.0,2015-04-06 11:00:00
1108,4,9,5.44,800.8,88.98,2015-04-06 12:00:00
1109,4,9,2.0,282.5,31.39,2015-04-06 13:00:00
1110,4,4,1.5,101.0,25.25,2015-04-06 14:00:00
1111,4,4,1.5,91.15,22.79,2015-04-06 15:00:00
1112,4,8,2.25,294.7,36.84,2015-04-06 16:00:00
1113,4,2,2.5,77.75,38.88,2015-04-06 17:00:00
1114,4,8,1.75,231.5,28.94,2015-04-06 18:00:00
1115,4,5,2.4,195.7,39.14,2015-04-06 19:00:00
1116,4,3,2.33,126.0,42.0,2015-04-06 20:00:00
1117,4,2,1.0,26.5,13.25,2015-04-06 21:00:00
1118,4,4,3.25,194.45,48.61,2015-04-07 12:00:00
1119,4,8,2.0,257.95,32.24,2015-04-07 13:00:00
1120,4,9,1.56,246.0,27.33,2015-04-07 14:00:00
1121,4,6,2.17,220.65,36.78,2015-04-07 15:00:00
1122,4,10,1.8,299.75,29.98,2015-04-07 16:00:00
1123,4,8,3.0,401.9,50.24,2015-04-07 17:00:00
1124,4,14,1.79,410.0,29.29,2015-04-07 18:00:00
1125,4,14,2.21,517.0,36.93,2015-04-07 19:00:00
1126,4,11,2.27,415.4,37.76,2015-04-07 20:00:00
1127,4,13,2.62,545.7,41.98,2015-04-07 21:00:00
1128,4,6,2.83,287.4,47.9,2015-04-07 22:00:00
1129,4,2,2.0,68.0,34.0,2015-04-07 23:00:00
1130,4,6,2.33,248.5,41.42,2015-04-08 11:00:00
1131,4,4,3.25,212.95,53.24,2015-04-08 12:00:00
1132,4,9,2.78,438.7,48.74,2015-04-08 13:00:00
1133,4,3,2.33,111.75,37.25,2015-04-08 14:00:00
1134,4,3,1.0,58.25,19.42,2015-04-08 15:00:00
1135,4,9,2.0,305.9,33.99,2015-04-08 16:00:00
1136,4,4,1.75,113.5,28.38,2015-04-08 17:00:00
1137,4,7,1.86,201.75,28.82,2015-04-08 18:00:00
1138,4,5,1.6,140.25,28.05,2015-04-08 19:00:00
1139,4,2,2.0,83.5,41.75,2015-04-08 20:00:00
1140,4,4,1.75,116.85,29.21,2015-04-08 21:00:00
1141,4,2,1.5,58.25,29.12,2015-04-08 22:00:00
1142,4,4,2.5,155.25,38.81,2015-04-09 11:00:00
1143,4,12,3.0,625.6,52.13,2015-04-09 12:00:00
1144,4,5,4.8,389.4,77.88,2015-04-09 13:00:00
1145,4,5,1.4,112.6,22.52,2015-04-09 14:00:00
1146,4,4,2.75,179.15,44.79,2015-04-09 15:00:00
1147,4,5,3.4,295.85,59.17,2015-04-09 16:00:00
1148,4,5,2.6,228.25,45.65,2015-04-09 17:00:00
1149,4,11,2.45,436.7,39.7,2015-04-09 18:00:00
1150,4,3,2.0,97.45,32.48,2015-04-09 19:00:00
1151,4,2,3.0,106.2,53.1,2015-04-09 20:00:00
1152,4,5,2.2,151.25,30.25,2015-04-09 21:00:00
1153,4,5,2.2,183.25,36.65,2015-04-09 22:00:00
1154,4,1,2.0,37.5,37.5,2015-04-10 10:00:00
1155,4,3,3.0,150.25,50.08,2015-04-10 11:00:00
1156,4,2,1.5,36.75,18.38,2015-04-10 12:00:00
1157,4,6,1.83,181.5,30.25,2015-04-10 13:00:00
1158,4,5,6.6,566.35,113.27,2015-04-10 14:00:00
1159,4,2,2.5,79.5,39.75,2015-04-10 15:00:00
1160,4,4,2.0,133.75,33.44,2015-04-10 16:00:00
1161,4,4,2.0,123.45,30.86,2015-04-10 17:00:00
1162,4,3,3.33,184.0,61.33,2015-04-10 18:00:00
1163,4,7,2.0,241.0,34.43,2015-04-10 19:00:00
1164,4,7,1.57,180.4,25.77,2015-04-10 20:00:00
1165,4,6,1.67,161.5,26.92,2015-04-10 21:00:00
1166,4,2,2.0,66.25,33.12,2015-04-10 22:00:00
1167,4,3,1.33,60.0,20.0,2015-04-11 11:00:00
1168,4,6,1.67,161.5,26.92,2015-04-11 12:00:00
1169,4,7,4.0,457.5,65.36,2015-04-11 13:00:00
1170,4,1,1.0,12.0,12.0,2015-04-11 14:00:00
1171,4,2,2.5,75.0,37.5,2015-04-11 15:00:00
1172,4,3,2.67,122.2,40.73,2015-04-11 16:00:00
1173,4,5,2.0,165.25,33.05,2015-04-11 17:00:00
1174,4,10,2.4,394.75,39.48,2015-04-11 18:00:00
1175,4,3,3.0,148.5,49.5,2015-04-11 19:00:00
1176,4,5,3.0,257.15,51.43,2015-04-11 20:00:00
1177,4,1,2.0,29.5,29.5,2015-04-11 21:00:00
1178,4,3,1.67,82.75,27.58,2015-04-11 22:00:00
1179,4,4,1.5,95.4,23.85,2015-04-12 11:00:00
1180,4,7,1.86,238.45,34.06,2015-04-12 12:00:00
1181,4,10,3.0,500.95,50.1,2015-04-12 13:00:00
1182,4,6,2.0,191.25,31.88,2015-04-12 14:00:00
1183,4,2,9.0,298.95,149.48,2015-04-12 15:00:00
1184,4,8,2.25,292.25,36.53,2015-04-12 16:00:00
1185,4,12,1.83,358.15,29.85,2015-04-12 17:00:00
1186,4,4,2.5,170.0,42.5,2015-04-12 18:00:00
1187,4,6,2.17,185.2,30.87,2015-04-12 19:00:00
1188,4,7,2.86,324.5,46.36,2015-04-12 20:00:00
1189,4,3,2.0,93.75,31.25,2015-04-12 21:00:00
1190,4,2,3.0,96.75,48.38,2015-04-12 22:00:00
1191,4,1,2.0,32.75,32.75,2015-04-12 23:00:00
1192,4,6,2.83,277.5,46.25,2015-04-13 11:00:00
1193,4,8,3.12,443.75,55.47,2015-04-13 12:00:00
1194,4,10,1.8,302.2,30.22,2015-04-13 13:00:00
1195,4,7,2.0,240.4,34.34,2015-04-13 14:00:00
1196,4,3,1.0,58.0,19.33,2015-04-13 15:00:00
1197,4,4,1.5,104.4,26.1,2015-04-13 16:00:00
1198,4,8,2.0,273.0,34.12,2015-04-13 17:00:00
1199,4,6,2.33,246.75,41.12,2015-04-13 18:00:00
1200,4,6,1.83,195.75,32.62,2015-04-13 19:00:00
1201,4,2,3.0,96.25,48.12,2015-04-13 20:00:00
1202,4,6,2.33,258.2,43.03,2015-04-13 21:00:00
1203,4,1,4.0,67.7,67.7,2015-04-14 11:00:00
1204,4,14,3.07,699.9,49.99,2015-04-14 12:00:00
1205,4,3,6.33,359.0,119.67,2015-04-14 13:00:00
1206,4,2,2.5,89.25,44.62,2015-04-14 14:00:00
1207,4,6,2.5,257.7,42.95,2015-04-14 15:00:00
1208,4,4,2.0,147.4,36.85,2015-04-14 16:00:00
1209,4,2,2.0,64.75,32.38,2015-04-14 17:00:00
1210,4,6,2.5,249.25,41.54,2015-04-14 18:00:00
1211,4,4,3.25,203.5,50.88,2015-04-14 19:00:00
1212,4,2,3.0,112.75,56.38,2015-04-14 20:00:00
1213,4,5,2.6,233.75,46.75,2015-04-14 21:00:00
1214,4,1,1.0,20.75,20.75,2015-04-14 22:00:00
1215,4,5,3.6,275.4,55.08,2015-04-15 11:00:00
1216,4,6,1.83,173.0,28.83,2015-04-15 12:00:00
1217,4,9,3.33,520.7,57.86,2015-04-15 13:00:00
1218,4,5,1.6,104.25,20.85,2015-04-15 14:00:00
1219,4,6,2.0,188.25,31.38,2015-04-15 15:00:00
1220,4,7,1.71,205.2,29.31,2015-04-15 16:00:00
1221,4,8,2.88,389.2,48.65,2015-04-15 17:00:00
1222,4,8,2.62,339.75,42.47,2015-04-15 18:00:00
1223,4,7,2.0,239.35,34.19,2015-04-15 19:00:00
1224,4,1,2.0,33.0,33.0,2015-04-15 20:00:00
1225,4,2,1.5,52.5,26.25,2015-04-15 21:00:00
1226,4,3,1.33,58.25,19.42,2015-04-15 22:00:00
1227,4,3,2.33,116.0,38.67,2015-04-16 11:00:00
1228,4,6,2.83,280.75,46.79,2015-04-16 12:00:00
1229,4,5,2.0,160.0,32.0,2015-04-16 13:00:00
1230,4,3,2.0,85.75,28.58,2015-04-16 14:00:00
1231,4,4,2.5,161.6,40.4,2015-04-16 15:00:00
1232,4,5,2.8,215.0,43.0,2015-04-16 16:00:00
1233,4,9,2.0,294.2,32.69,2015-04-16 17:00:00
1234,4,8,2.0,259.9,32.49,2015-04-16 18:00:00
1235,4,4,2.25,126.0,31.5,2015-04-16 19:00:00
1236,4,2,3.0,92.25,46.12,2015-04-16 20:00:00
1237,4,1,2.0,33.0,33.0,2015-04-16 21:00:00
1238,4,5,2.2,193.5,38.7,2015-04-16 22:00:00
1239,4,3,1.0,63.0,21.0,2015-04-17 11:00:00
1240,4,10,4.1,693.45,69.34,2015-04-17 12:00:00
1241,4,10,1.6,249.2,24.92,2015-04-17 13:00:00
1242,4,7,2.29,237.2,33.89,2015-04-17 14:00:00
1243,4,1,1.0,21.0,21.0,2015-04-17 15:00:00
1244,4,9,2.44,368.0,40.89,2015-04-17 17:00:00
1245,4,7,2.86,342.75,48.96,2015-04-17 18:00:00
1246,4,7,2.14,245.1,35.01,2015-04-17 19:00:00
1247,4,5,2.8,230.25,46.05,2015-04-17 20:00:00
1248,4,3,2.33,129.45,43.15,2015-04-17 21:00:00
1249,4,2,3.0,96.25,48.12,2015-04-17 22:00:00
1250,4,2,3.0,107.0,53.5,2015-04-18 11:00:00
1251,4,6,3.33,322.75,53.79,2015-04-18 12:00:00
1252,4,7,2.0,215.5,30.79,2015-04-18 13:00:00
1253,4,2,1.0,33.5,16.75,2015-04-18 14:00:00
1254,4,4,1.75,94.5,23.62,2015-04-18 15:00:00
1255,4,5,2.4,200.75,40.15,2015-04-18 16:00:00
1256,4,10,2.5,436.3,43.63,2015-04-18 17:00:00
1257,4,4,2.75,185.25,46.31,2015-04-18 18:00:00
1258,4,9,1.78,287.15,31.91,2015-04-18 19:00:00
1259,4,10,1.9,313.5,31.35,2015-04-18 20:00:00
1260,4,2,1.5,53.0,26.5,2015-04-18 21:00:00
1261,4,1,2.0,37.0,37.0,2015-04-18 22:00:00
1262,4,3,1.33,63.5,21.17,2015-04-19 11:00:00
1263,4,3,2.0,98.0,32.67,2015-04-19 12:00:00
1264,4,4,1.5,98.75,24.69,2015-04-19 13:00:00
1265,4,3,3.67,182.5,60.83,2015-04-19 14:00:00
1266,4,8,2.0,247.25,30.91,2015-04-19 15:00:00
1267,4,4,1.5,103.0,25.75,2015-04-19 16:00:00
1268,4,7,1.86,218.95,31.28,2015-04-19 17:00:00
1269,4,6,2.0,191.5,31.92,2015-04-19 18:00:00
1270,4,8,2.0,242.0,30.25,2015-04-19 19:00:00
1271,4,1,1.0,16.5,16.5,2015-04-19 20:00:00
1272,4,2,1.5,49.25,24.62,2015-04-19 21:00:00
1273,4,1,1.0,16.75,16.75,2015-04-19 22:00:00
1274,4,4,1.25,81.5,20.38,2015-04-20 11:00:00
1275,4,15,2.67,651.75,43.45,2015-04-20 12:00:00
1276,4,6,3.67,346.25,57.71,2015-04-20 13:00:00
1277,4,1,1.0,20.25,20.25,2015-04-20 14:00:00
1278,4,7,1.43,168.9,24.13,2015-04-20 15:00:00
1279,4,5,1.4,114.2,22.84,2015-04-20 16:00:00
1280,4,9,1.67,234.45,26.05,2015-04-20 17:00:00
1281,4,9,2.44,350.65,38.96,2015-04-20 18:00:00
1282,4,5,1.8,163.0,32.6,2015-04-20 19:00:00
1283,4,5,2.0,168.0,33.6,2015-04-20 20:00:00
1284,4,4,2.5,160.5,40.12,2015-04-20 21:00:00
1285,4,4,1.0,74.75,18.69,2015-04-21 11:00:00
1286,4,9,2.67,422.45,46.94,2015-04-21 12:00:00
1287,4,7,3.14,346.25,49.46,2015-04-21 13:00:00
1288,4,5,3.6,290.95,58.19,2015-04-21 14:00:00
1289,4,3,2.33,105.75,35.25,2015-04-21 15:00:00
1290,4,8,1.5,198.85,24.86,2015-04-21 16:00:00
1291,4,3,2.0,106.5,35.5,2015-04-21 17:00:00
1292,4,7,1.57,190.75,27.25,2015-04-21 18:00:00
1293,4,8,1.88,245.7,30.71,2015-04-21 19:00:00
1294,4,5,2.0,156.75,31.35,2015-04-21 20:00:00
1295,4,2,1.5,41.95,20.98,2015-04-21 21:00:00
1296,4,1,2.0,32.5,32.5,2015-04-21 22:00:00
1297,4,6,3.67,347.0,57.83,2015-04-22 11:00:00
1298,4,6,1.83,173.75,28.96,2015-04-22 12:00:00
1299,4,7,1.57,196.75,28.11,2015-04-22 13:00:00
1300,4,4,2.5,164.0,41.0,2015-04-22 14:00:00
1301,4,4,3.25,214.9,53.72,2015-04-22 15:00:00
1302,4,6,2.67,265.5,44.25,2015-04-22 16:00:00
1303,4,4,1.5,115.4,28.85,2015-04-22 17:00:00
1304,4,11,1.82,313.2,28.47,2015-04-22 18:00:00
1305,4,2,3.0,103.7,51.85,2015-04-22 19:00:00
1306,4,6,2.17,205.75,34.29,2015-04-22 20:00:00
1307,4,3,2.0,93.5,31.17,2015-04-22 21:00:00
1308,4,2,4.0,133.0,66.5,2015-04-23 11:00:00
1309,4,7,5.0,573.05,81.86,2015-04-23 12:00:00
1310,4,7,1.14,138.75,19.82,2015-04-23 13:00:00
1311,4,5,1.6,121.5,24.3,2015-04-23 14:00:00
1312,4,4,1.75,97.5,24.38,2015-04-23 15:00:00
1313,4,7,2.29,277.9,39.7,2015-04-23 16:00:00
1314,4,8,3.0,429.45,53.68,2015-04-23 17:00:00
1315,4,6,2.33,240.5,40.08,2015-04-23 18:00:00
1316,4,7,2.14,267.0,38.14,2015-04-23 19:00:00
1317,4,2,2.0,64.25,32.12,2015-04-23 20:00:00
1318,4,1,4.0,66.5,66.5,2015-04-23 21:00:00
1319,4,1,1.0,16.75,16.75,2015-04-23 22:00:00
1320,4,3,1.0,66.75,22.25,2015-04-24 11:00:00
1321,4,7,2.0,239.25,34.18,2015-04-24 12:00:00
1322,4,9,3.11,472.65,52.52,2015-04-24 13:00:00
1323,4,5,2.8,235.0,47.0,2015-04-24 14:00:00
1324,4,4,1.5,109.9,27.48,2015-04-24 15:00:00
1325,4,7,2.29,282.15,40.31,2015-04-24 16:00:00
1326,4,8,2.25,292.25,36.53,2015-04-24 17:00:00
1327,4,5,2.8,224.95,44.99,2015-04-24 18:00:00
1328,4,11,2.82,518.7,47.15,2015-04-24 19:00:00
1329,4,2,2.0,64.0,32.0,2015-04-24 20:00:00
1330,4,3,3.0,148.7,49.57,2015-04-24 21:00:00
1331,4,7,2.57,324.9,46.41,2015-04-24 22:00:00
1332,4,3,1.67,64.0,21.33,2015-04-25 12:00:00
1333,4,11,2.82,529.2,48.11,2015-04-25 13:00:00
1334,4,3,1.33,77.75,25.92,2015-04-25 14:00:00
1335,4,4,2.25,155.75,38.94,2015-04-25 15:00:00
1336,4,4,1.75,113.0,28.25,2015-04-25 16:00:00
1337,4,7,2.14,245.5,35.07,2015-04-25 17:00:00
1338,4,9,2.22,322.5,35.83,2015-04-25 18:00:00
1339,4,7,1.29,138.25,19.75,2015-04-25 19:00:00
1340,4,5,2.4,212.0,42.4,2015-04-25 20:00:00
1341,4,5,1.6,134.25,26.85,2015-04-25 21:00:00
1342,4,3,1.67,76.25,25.42,2015-04-25 22:00:00
1343,4,1,1.0,20.75,20.75,2015-04-25 23:00:00
1344,4,3,2.0,100.45,33.48,2015-04-26 11:00:00
1345,4,4,3.25,220.65,55.16,2015-04-26 12:00:00
1346,4,5,1.6,127.25,25.45,2015-04-26 13:00:00
1347,4,4,2.0,119.95,29.99,2015-04-26 14:00:00
1348,4,9,1.11,173.5,19.28,2015-04-26 15:00:00
1349,4,1,2.0,26.5,26.5,2015-04-26 16:00:00
1350,4,7,3.0,322.75,46.11,2015-04-26 17:00:00
1351,4,5,2.2,165.85,33.17,2015-04-26 18:00:00
1352,4,6,2.5,226.25,37.71,2015-04-26 19:00:00
1353,4,2,2.5,85.75,42.88,2015-04-26 20:00:00
1354,4,7,1.14,132.25,18.89,2015-04-26 21:00:00
1355,4,3,1.33,66.25,22.08,2015-04-26 22:00:00
1356,4,7,1.71,164.2,23.46,2015-04-27 11:00:00
1357,4,7,1.71,186.25,26.61,2015-04-27 12:00:00
1358,4,7,2.86,323.95,46.28,2015-04-27 13:00:00
1359,4,2,1.5,47.25,23.62,2015-04-27 14:00:00
1360,4,7,2.0,241.5,34.5,2015-04-27 15:00:00
1361,4,8,2.5,342.25,42.78,2015-04-27 16:00:00
1362,4,9,1.56,242.15,26.91,2015-04-27 17:00:00
1363,4,5,1.8,152.5,30.5,2015-04-27 18:00:00
1364,4,4,2.75,201.0,50.25,2015-04-27 19:00:00
1365,4,7,1.86,208.75,29.82,2015-04-27 20:00:00
1366,4,3,1.33,58.25,19.42,2015-04-27 21:00:00
1367,4,1,1.0,12.75,12.75,2015-04-27 22:00:00
1368,4,4,1.25,86.5,21.62,2015-04-28 11:00:00
1369,4,6,2.67,248.0,41.33,2015-04-28 12:00:00
1370,4,9,2.0,292.45,32.49,2015-04-28 13:00:00
1371,4,2,4.5,151.75,75.88,2015-04-28 14:00:00
1372,4,2,1.0,32.75,16.38,2015-04-28 15:00:00
1373,4,5,3.4,270.75,54.15,2015-04-28 16:00:00
1374,4,9,2.33,346.75,38.53,2015-04-28 17:00:00
1375,4,3,1.33,68.45,22.82,2015-04-28 18:00:00
1376,4,6,2.0,196.15,32.69,2015-04-28 19:00:00
1377,4,2,1.5,49.25,24.62,2015-04-28 22:00:00
1378,4,9,2.89,434.75,48.31,2015-04-29 11:00:00
1379,4,4,1.75,121.75,30.44,2015-04-29 12:00:00
1380,4,3,1.0,47.0,15.67,2015-04-29 13:00:00
1381,4,2,1.5,52.75,26.38,2015-04-29 14:00:00
1382,4,2,3.0,104.7,52.35,2015-04-29 15:00:00
1383,4,7,2.0,226.9,32.41,2015-04-29 16:00:00
1384,4,9,2.11,303.75,33.75,2015-04-29 17:00:00
1385,4,2,1.5,45.0,22.5,2015-04-29 18:00:00
1386,4,5,2.4,187.5,37.5,2015-04-29 19:00:00
1387,4,8,1.88,253.15,31.64,2015-04-29 20:00:00
1388,4,2,1.5,51.5,25.75,2015-04-29 21:00:00
1389,4,4,2.0,132.0,33.0,2015-04-30 11:00:00
1390,4,8,2.12,281.75,35.22,2015-04-30 12:00:00
1391,4,10,4.2,689.7,68.97,2015-04-30 13:00:00
1392,4,3,1.0,46.5,15.5,2015-04-30 14:00:00
1393,4,4,2.25,148.45,37.11,2015-04-30 15:00:00
1394,4,4,1.25,75.75,18.94,2015-04-30 16:00:00
1395,4,14,2.93,668.8,47.77,2015-04-30 17:00:00
1396,4,5,2.6,205.65,41.13,2015-04-30 18:00:00
1397,4,6,2.17,213.75,35.62,2015-04-30 19:00:00
1398,4,2,3.0,105.65,52.82,2015-04-30 20:00:00
1399,4,2,1.5,41.25,20.62,2015-04-30 21:00:00
1400,4,1,3.0,58.25,58.25,2015-04-30 22:00:00
1401,5,4,2.0,142.0,35.5,2015-05-01 11:00:00
1402,5,5,1.2,115.4,23.08,2015-05-01 12:00:00
1403,5,6,2.0,203.95,33.99,2015-05-01 13:00:00
1404,5,6,4.0,405.45,67.58,2015-05-01 14:00:00
1405,5,3,1.67,91.5,30.5,2015-05-01 15:00:00
1406,5,7,2.0,228.25,32.61,2015-05-01 16:00:00
1407,5,8,2.5,335.15,41.89,2015-05-01 17:00:00
1408,5,3,2.33,115.75,38.58,2015-05-01 18:00:00
1409,5,6,2.17,193.5,32.25,2015-05-01 19:00:00
1410,5,4,2.75,151.0,37.75,2015-05-01 20:00:00
1411,5,2,2.5,84.0,42.0,2015-05-01 21:00:00
1412,5,1,4.0,58.5,58.5,2015-05-02 11:00:00
1413,5,9,1.78,278.25,30.92,2015-05-02 12:00:00
1414,5,5,4.4,365.5,73.1,2015-05-02 13:00:00
1415,5,7,2.29,247.35,35.34,2015-05-02 14:00:00
1416,5,3,2.0,90.95,30.32,2015-05-02 15:00:00
1417,5,1,1.0,12.5,12.5,2015-05-02 16:00:00
1418,5,5,2.2,185.75,37.15,2015-05-02 17:00:00
1419,5,10,2.0,348.75,34.88,2015-05-02 18:00:00
1420,5,4,2.75,187.25,46.81,2015-05-02 19:00:00
1421,5,9,1.44,233.15,25.91,2015-05-02 20:00:00
1422,5,5,1.8,137.6,27.52,2015-05-02 21:00:00
1423,5,1,4.0,70.25,70.25,2015-05-02 22:00:00
1424,5,3,2.0,99.2,33.07,2015-05-03 11:00:00
1425,5,9,1.56,234.25,26.03,2015-05-03 12:00:00
1426,5,15,2.6,689.9,45.99,2015-05-03 13:00:00
1427,5,4,2.25,142.2,35.55,2015-05-03 14:00:00
1428,5,7,2.29,267.45,38.21,2015-05-03 15:00:00
1429,5,5,2.0,148.45,29.69,2015-05-03 16:00:00
1430,5,9,3.0,426.0,47.33,2015-05-03 17:00:00
1431,5,9,1.78,266.2,29.58,2015-05-03 18:00:00
1432,5,1,1.0,12.5,12.5,2015-05-03 19:00:00
1433,5,1,3.0,52.5,52.5,2015-05-03 20:00:00
1434,5,1,1.0,12.0,12.0,2015-05-03 21:00:00
1435,5,1,2.0,28.25,28.25,2015-05-04 11:00:00
1436,5,3,1.0,53.75,17.92,2015-05-04 12:00:00
1437,5,9,3.0,449.5,49.94,2015-05-04 13:00:00
1438,5,2,3.5,109.7,54.85,2015-05-04 14:00:00
1439,5,1,3.0,58.25,58.25,2015-05-04 15:00:00
1440,5,7,2.86,319.95,45.71,2015-05-04 16:00:00
1441,5,7,1.86,211.5,30.21,2015-05-04 17:00:00
1442,5,7,2.0,231.75,33.11,2015-05-04 18:00:00
1443,5,8,2.62,332.45,41.56,2015-05-04 19:00:00
1444,5,2,1.0,33.5,16.75,2015-05-04 20:00:00
1445,5,2,2.0,61.0,30.5,2015-05-04 21:00:00
1446,5,1,1.0,20.25,20.25,2015-05-04 22:00:00
1447,5,3,1.0,57.5,19.17,2015-05-05 11:00:00
1448,5,3,2.0,110.5,36.83,2015-05-05 12:00:00
1449,5,5,2.8,214.2,42.84,2015-05-05 13:00:00
1450,5,4,3.25,195.75,48.94,2015-05-05 14:00:00
1451,5,1,3.0,49.5,49.5,2015-05-05 15:00:00
1452,5,9,2.0,283.95,31.55,2015-05-05 16:00:00
1453,5,5,3.2,245.75,49.15,2015-05-05 17:00:00
1454,5,6,1.5,132.0,22.0,2015-05-05 18:00:00
1455,5,3,2.33,122.75,40.92,2015-05-05 19:00:00
1456,5,5,2.2,185.0,37.0,2015-05-05 20:00:00
1457,5,4,1.5,104.7,26.18,2015-05-05 21:00:00
1458,5,1,1.0,12.0,12.0,2015-05-05 22:00:00
1459,5,3,2.33,125.0,41.67,2015-05-06 11:00:00
1460,5,9,2.11,336.5,37.39,2015-05-06 12:00:00
1461,5,5,2.0,178.2,35.64,2015-05-06 13:00:00
1462,5,5,3.2,262.95,52.59,2015-05-06 14:00:00
1463,5,6,3.17,303.4,50.57,2015-05-06 15:00:00
1464,5,5,1.6,136.0,27.2,2015-05-06 16:00:00
1465,5,5,2.4,198.65,39.73,2015-05-06 17:00:00
1466,5,11,2.64,492.05,44.73,2015-05-06 18:00:00
1467,5,8,1.88,254.7,31.84,2015-05-06 19:00:00
1468,5,4,2.25,160.7,40.17,2015-05-06 20:00:00
1469,5,4,2.5,171.0,42.75,2015-05-06 21:00:00
1470,5,3,1.33,64.25,21.42,2015-05-06 22:00:00
1471,5,1,1.0,16.75,16.75,2015-05-06 23:00:00
1472,5,1,1.0,20.75,20.75,2015-05-07 11:00:00
1473,5,5,3.8,343.45,68.69,2015-05-07 12:00:00
1474,5,5,1.0,79.5,15.9,2015-05-07 13:00:00
1475,5,2,2.0,64.65,32.33,2015-05-07 14:00:00
1476,5,5,2.6,214.75,42.95,2015-05-07 15:00:00
1477,5,2,3.0,83.25,41.62,2015-05-07 16:00:00
1478,5,5,1.4,131.0,26.2,2015-05-07 17:00:00
1479,5,6,2.5,247.75,41.29,2015-05-07 18:00:00
1480,5,2,4.0,124.65,62.32,2015-05-07 19:00:00
1481,5,7,2.0,220.2,31.46,2015-05-07 20:00:00
1482,5,1,4.0,61.5,61.5,2015-05-07 21:00:00
1483,5,9,1.33,194.5,21.61,2015-05-08 11:00:00
1484,5,6,3.33,305.25,50.88,2015-05-08 12:00:00
1485,5,6,1.5,132.5,22.08,2015-05-08 13:00:00
1486,5,4,3.5,222.7,55.68,2015-05-08 14:00:00
1487,5,6,1.83,182.2,30.37,2015-05-08 15:00:00
1488,5,2,2.5,70.0,35.0,2015-05-08 16:00:00
1489,5,7,2.0,252.0,36.0,2015-05-08 17:00:00
1490,5,9,2.22,318.5,35.39,2015-05-08 18:00:00
1491,5,5,2.6,216.45,43.29,2015-05-08 19:00:00
1492,5,4,2.0,133.0,33.25,2015-05-08 20:00:00
1493,5,1,2.0,31.25,31.25,2015-05-08 21:00:00
1494,5,1,2.0,36.5,36.5,2015-05-08 22:00:00
1495,5,4,4.5,275.0,68.75,2015-05-09 11:00:00
1496,5,4,2.25,148.7,37.17,2015-05-09 12:00:00
1497,5,4,3.0,201.85,50.46,2015-05-09 13:00:00
1498,5,6,4.17,403.2,67.2,2015-05-09 14:00:00
1499,5,6,2.17,198.75,33.12,2015-05-09 15:00:00
1500,5,3,2.0,101.75,33.92,2015-05-09 16:00:00
1501,5,7,1.57,190.75,27.25,2015-05-09 17:00:00
1502,5,5,2.6,225.5,45.1,2015-05-09 18:00:00
1503,5,5,2.4,203.95,40.79,2015-05-09 19:00:00
1504,5,7,2.29,264.45,37.78,2015-05-09 20:00:00
1505,5,6,2.17,229.65,38.28,2015-05-09 21:00:00
1506,5,2,2.5,94.25,47.12,2015-05-09 22:00:00
1507,5,4,1.25,94.0,23.5,2015-05-11 11:00:00
1508,5,14,1.57,365.5,26.11,2015-05-11 12:00:00
1509,5,4,2.25,180.25,45.06,2015-05-11 13:00:00
1510,5,2,8.0,265.45,132.72,2015-05-11 14:00:00
1511,5,9,2.22,342.2,38.02,2015-05-11 15:00:00
1512,5,5,1.8,148.5,29.7,2015-05-11 16:00:00
1513,5,3,2.33,134.5,44.83,2015-05-11 17:00:00
1514,5,3,2.67,146.75,48.92,2015-05-11 18:00:00
